title,season,episode_number,air_date,month,year,colors,subjects,image_link,youtube_link,notes
Mountain Mirage,16,4,1988-09-07,September,1988,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CLOUDS, CONIFER, CUMULUS, FOG, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting87.png,https://www.youtube.com/embed/jfCsew_mz7A,
Double Oval Fantasy,16,5,1988-09-14,September,1988,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CLOUDS, CONIFER, CUMULUS, DOUBLE_OVAL_FRAME, FRAMED, LAKE, MOUNTAIN, MOUNTAINS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting88.png,https://www.youtube.com/embed/4jAsLpJzjHM,
Contemplative Lady,16,6,1988-09-21,September,1988,Van Dyke Brown,"GUEST, PORTRAIT",https://www.twoinchbrush.com/images/painting89.png,https://www.youtube.com/embed/gnp6WE7Ql-s,Special guest John Thamm (Bob Ross's former instructor)
Deep Woods,16,7,1988-09-28,September,1988,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, RIVER, ROCKS, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting90.png,https://www.youtube.com/embed/rE5ZVs_YJfE,
High Tide,16,8,1988-10-05,October,1988,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLOUDS, OCEAN, PALM_TREES, WAVES",https://www.twoinchbrush.com/images/painting91.png,https://www.youtube.com/embed/_IREQ4SIcX8,
Barn in Snow Oval,16,9,1988-10-12,October,1988,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","BARN, CONIFER, FENCE, FRAMED, OVAL_FRAME, SNOW, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting93.png,https://www.youtube.com/embed/wJmi7-G9r-w,
That Time of Year,16,10,1988-10-19,October,1988,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown","CLOUDS, DECIDUOUS, GUEST, HILLS, LAKE, STEVE_ROSS, TREE, TREES",https://www.twoinchbrush.com/images/painting94.png,https://www.youtube.com/embed/q5moLoqOkP0,Special guest Steve Ross (Bob's son)
Waterfall Wonder,16,11,1988-10-26,October,1988,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, RIVER, ROCKS, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting95.png,https://www.youtube.com/embed/AGhXEPfp-W4,Footage with Grand Ole Opry regular Hank Snow and announcer Grant Turner
Mighty Mountain Lake,16,12,1988-11-02,November,1988,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CUMULUS, FLOWERS, GRASS, LAKE, MOUNTAIN, SNOWY_MOUNTAIN",https://www.twoinchbrush.com/images/painting96.png,https://www.youtube.com/embed/4vXB2R8ybDE,
Wooded Stream Oval,16,13,1988-11-09,November,1988,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FRAMED, OVAL_FRAME, RIVER, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting97.png,https://www.youtube.com/embed/-XA2h17y3HU,
Golden Mist Oval,17,1,1989-01-04,January,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, FOG, FRAMED, OVAL_FRAME, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting71.png,https://www.youtube.com/embed/lhpfaW0k6uM,
Old Place Home,17,2,1989-01-11,January,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, DECIDUOUS, FENCE, GRASS, PATH, STRUCTURE, TREE",https://www.twoinchbrush.com/images/painting72.png,https://www.youtube.com/embed/EVQcDEiJh2o,
Soothing Vista,17,3,1989-01-18,January,1989,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, LAKE, MOUNTAIN, MOUNTAINS, TREE, TREES",https://www.twoinchbrush.com/images/painting73.png,https://www.youtube.com/embed/NqfRLiv0SZ0,
Stormy Seas,17,4,1989-01-25,January,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLOUDS, CUMULUS, OCEAN, ROCKS, SUN, WAVES",https://www.twoinchbrush.com/images/painting74.png,https://www.youtube.com/embed/LE6agCR5iBw,
Country Time,17,5,1989-02-01,February,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, DECIDUOUS, FLOWERS, FRAMED, LAKE, OVAL_FRAME, STRUCTURE, TREE",https://www.twoinchbrush.com/images/painting75.png,https://www.youtube.com/embed/e_bt9rQoGN0,
A Mild Winter's Day,17,6,1989-02-08,February,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, DECIDUOUS, RIVER, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting76.png,https://www.youtube.com/embed/BbYO579MmhA,
Spectacular Waterfall,17,7,1989-02-15,February,1989,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, MOUNTAIN, MOUNTAINS, RIVER, ROCKS, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting77.png,https://www.youtube.com/embed/nK-HebXL2uw,
View From the Park,17,8,1989-02-22,February,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","APPLE_FRAME, BRIDGE, BUILDING, DECIDUOUS, FRAMED, LAKE, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting78.png,https://www.youtube.com/embed/Q4n90jsOUtY,
Lake View,17,9,1989-03-01,March,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, DECIDUOUS, FLOWERS, GRASS, GUEST, HILLS, LAKE, STEVE_ROSS, TREE, TREES",https://www.twoinchbrush.com/images/painting79.png,https://www.youtube.com/embed/07acfzBaoa0,
Old Country Mill,17,10,1989-03-08,March,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, MILL, RIVER, ROCKS, STRUCTURE, TREE, WATERFALL",https://www.twoinchbrush.com/images/painting80.png,https://www.youtube.com/embed/n8HlFCQACYA,
Morning Walk,17,11,1989-03-15,March,1989,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FOG, PATH, TREE, TREES",https://www.twoinchbrush.com/images/painting81.png,https://www.youtube.com/embed/pSvgNkQdR2Y,
Nature's Splendor,17,12,1989-03-22,March,1989,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, GRASS, MOUNTAIN, RIVER, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting82.png,https://www.youtube.com/embed/uCAtI2IwEwk,
Mountain Beauty,17,13,1989-03-29,March,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CUMULUS, FLOWERS, GRASS, GUEST, HILLS, LAKE, MOUNTAIN, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting83.png,https://www.youtube.com/embed/8P-YeoTmVrw,
Half Oval Vignette,18,1,1989-07-05,July,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CLOUDS, CONIFER, CUMULUS, FRAMED, HALF_OVAL_FRAME, LAKE, MOUNTAIN, MOUNTAINS, TREE, TREES",https://www.twoinchbrush.com/images/painting58.png,https://www.youtube.com/embed/uY3fIry2tOE,
Absolutely Autumn,18,2,1989-07-12,July,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CLOUDS, CUMULUS, DECIDUOUS, GRASS, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting59.png,https://www.youtube.com/embed/PGPVpil2UmE,
Mountain Seclusion,18,3,1989-07-19,July,1989,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","CABIN, CLOUDS, CONIFER, MOUNTAIN, MOUNTAINS, RIVER, SNOW, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting60.png,https://www.youtube.com/embed/EBZKuVbRY54,
Crimson Oval,18,4,1989-07-26,July,1989,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting61.png,https://www.youtube.com/embed/R7Y3izMFPbM,
Autumn Exhibition,18,5,1989-08-02,August,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, LAKE, TREE, TREES",https://www.twoinchbrush.com/images/painting62.png,https://www.youtube.com/embed/6afHY2d9Lv8,
Majestic Peaks,18,6,1989-08-09,August,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, LAKE, MOUNTAIN, MOUNTAINS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting63.png,https://www.youtube.com/embed/lilbzLCNnDo,
Golden Morning Mist,18,7,1989-08-16,August,1989,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FOG, GRASS, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting64.png,https://www.youtube.com/embed/rCHXqj4DHlM,
Winter Lace,18,8,1989-08-23,August,1989,"Alizarin Crimson, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","CLOUDS, CUMULUS, DECIDUOUS, FRAMED, HALF_CIRCLE_FRAME, LAKE, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting65.png,https://www.youtube.com/embed/WJF_qoQRPck,
Seascape Fantasy,18,9,1989-08-30,August,1989,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CIRRUS, CLOUDS, OCEAN, WAVES",https://www.twoinchbrush.com/images/painting66.png,https://www.youtube.com/embed/sBBBilrDuSw,
Double Oval Stream,18,10,1989-09-06,September,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, FRAMED, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting67.png,https://www.youtube.com/embed/rRjnHdr9DmU,
Enchanted Forest,18,11,1989-09-13,September,1989,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, PATH, TREE, TREES",https://www.twoinchbrush.com/images/painting68.png,https://www.youtube.com/embed/ikR7UT9mVBw,
Southwest Serenity,18,12,1989-09-20,September,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CACTUS, CIRRUS, CLOUDS, MOUNTAIN, MOUNTAINS, PATH",https://www.twoinchbrush.com/images/painting69.png,https://www.youtube.com/embed/EVfPPJ5FUmA,
Rippling Waters,18,13,1989-09-27,September,1989,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, RIVER, ROCKS, SUN, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting70.png,https://www.youtube.com/embed/XvnJBynSiT0,
Snowfall Magic,19,1,1990-01-03,January,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, RIVER, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting44.png,https://www.youtube.com/embed/1enWTsRi16o,
Quiet Mountain Lake,19,2,1990-01-10,January,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CUMULUS, DECIDUOUS, GRASS, LAKE, MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting45.png,https://www.youtube.com/embed/2gq2V6dCt2I,
Final Embers of Sunlight,19,3,1990-01-17,January,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FRAMED, OVAL_FRAME, RIVER, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting46.png,https://www.youtube.com/embed/IeFbdk36MUU,
Snowy Morn,19,4,1990-01-24,January,1990,"Alizarin Crimson, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CONIFER, SNOW, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting47.png,https://www.youtube.com/embed/iB1TDWlo0kk,
Camper's Haven,19,5,1990-01-31,January,1990,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, GRASS, LAKE, MOUNTAIN, MOUNTAINS, TREE, TREES",https://www.twoinchbrush.com/images/painting48.png,https://www.youtube.com/embed/C34WAUgkAT0,
Waterfall in the Woods,19,6,1990-02-07,February,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, RIVER, ROCKS, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting49.png,https://www.youtube.com/embed/uBRKVa7sy1Q,
Covered Bridge Oval,19,7,1990-02-14,February,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","BRIDGE, CONIFER, FENCE, FRAMED, OVAL_FRAME, RIVER, SNOW, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting50.png,https://www.youtube.com/embed/F4iPbH1OHsQ,
Scenic Seclusion,19,8,1990-02-21,February,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, DECIDUOUS, GRASS, MOUNTAIN, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting51.png,https://www.youtube.com/embed/d50HkqB9JEM,
Ebb Tide,19,9,1990-02-28,February,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLOUDS, CUMULUS, OCEAN, ROCKS, SUN, WAVES",https://www.twoinchbrush.com/images/painting52.png,https://www.youtube.com/embed/mFOna_LN7Ys,
After the Rain,19,10,1990-03-07,March,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, PATH, TREE, TREES",https://www.twoinchbrush.com/images/painting53.png,https://www.youtube.com/embed/Wj-3ct7RvAI,
Winter Elegance,19,11,1990-03-14,March,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CUMULUS, DECIDUOUS, LAKE, ROCKS, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting54.png,https://www.youtube.com/embed/JjBZzKp_u5E,
Evening's Peace,19,12,1990-03-21,March,1990,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","BARN, CONIFER, DECIDUOUS, FENCE, MOON, NIGHT, SNOW, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting56.png,https://www.youtube.com/embed/uEUMVwc4o5U,
Valley of Tranquility,19,13,1990-03-28,March,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CLOUDS, CONIFER, CUMULUS, GRASS, MOUNTAIN, MOUNTAINS, RIVER, SNOWY_MOUNTAIN, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting57.png,https://www.youtube.com/embed/FnY7jDY5PsE,
Mystic Mountain,20,1,1990-04-04,April,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, CUMULUS, DECIDUOUS, LAKE, MOUNTAIN, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting31.png,https://www.youtube.com/embed/VlucWfTUo1A,
New Day's Dawn,20,2,1990-04-11,April,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BARN, CONIFER, FENCE, GRASS, PATH, STRUCTURE, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting32.png,https://www.youtube.com/embed/vbPdQ0w8ylg,
Pastel Winter,20,3,1990-04-18,April,1990,"Alizarin Crimson, Bright Red, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, DECIDUOUS, MOUNTAIN, MOUNTAINS, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting33.png,https://www.youtube.com/embed/kbnXZRNMouM,
Hazy Day,20,4,1990-04-25,April,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FOG, FRAMED, OVAL_FRAME, RIVER, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting34.png,https://www.youtube.com/embed/5U3G61r35Mc,
Divine Elegance,20,5,1990-05-02,May,1990,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, CUMULUS, LAKE, MOUNTAIN, MOUNTAINS, ROCKS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting35.png,https://www.youtube.com/embed/mb-Gwx1S5Gs,
Cliffside,20,6,1990-05-09,May,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLIFF, CLOUDS, OCEAN, ROCKS, WAVES",https://www.twoinchbrush.com/images/painting36.png,https://www.youtube.com/embed/p6Uy2qOLvGk,
Autumn Fantasy,20,7,1990-05-16,May,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CIRRUS, CLOUDS, CONIFER, MOUNTAIN, MOUNTAINS, RIVER, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting37.png,https://www.youtube.com/embed/FozIp7Va7dY,
Old Oak Tree,20,8,1990-05-23,May,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, RIVER, TREE",https://www.twoinchbrush.com/images/painting38.png,https://www.youtube.com/embed/dN4HjAn8p5U,
Winter Paradise,20,9,1990-05-30,May,1990,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White","CLOUDS, CONIFER, CUMULUS, MOUNTAIN, RIVER, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting39.png,https://www.youtube.com/embed/DY1aBv8Z1SQ,
Days Gone By,20,10,1990-06-06,June,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BRIDGE, BUSHES, CABIN, CONIFER, DECIDUOUS, PATH, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting40.png,https://www.youtube.com/embed/DmYhNHVIdMI,
Change of Seasons,20,11,1990-06-13,June,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, MOUNTAIN, MOUNTAINS, RIVER, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting41.png,https://www.youtube.com/embed/QbgPu5f2Vf8,
Hidden Delight,20,12,1990-06-20,June,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CONIFER, DECIDUOUS, PATH, RIVER, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting42.png,https://www.youtube.com/embed/ZyPNzDaaDt8,
Double Take,20,13,1990-06-27,June,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, FOG, LAKE, MOUNTAIN, MOUNTAINS, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting43.png,https://www.youtube.com/embed/ppzFgG2K2k4,
Valley View,21,1,1990-09-05,September,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, LAKE, MOUNTAIN, MOUNTAINS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting17.png,https://www.youtube.com/embed/pw5ETGiiBRg,
Tranquil Dawn,21,2,1990-09-12,September,1990,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, DECIDUOUS, FOG, RIVER, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting18.png,https://www.youtube.com/embed/4abDq6Q-mlM,
Royal Majesty,21,3,1990-09-19,September,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, MOUNTAIN, MOUNTAINS, RIVER, ROCKS, SNOWY_MOUNTAIN, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting19.png,https://www.youtube.com/embed/ubUXBqE6t0U,
